R,P,Y,dR,dP,qx,qy,qz,qw,ddx,ddy,ddz,FR0 q,FR0 dq,FR0 tauEst,FR1 q,FR1 dq,FR1 tauEst,FR2 q,FR2 dq,FR2 tauEst,FL0 q,FL0 dq,FL0 tauEst,FL1 q,FL1 dq,FL1 tauEst,FL2 q,FL2 dq,FL2 tauEst,RR0 q,RR0 dq,RR0 tauEst,RR1 q,RR1 dq,RR1 tauEst,RR2 q,RR2 dq,RR2 tauEst,RL0 q,RL0 dq,RL0 tauEst,RL1 q,RL1 dq,RL1 tauEst,RL2 q,RL2 dq,RL2 tauEst,FR foot force,FL foot force,RR foot force,RL foot force,time
-0.006536982953548431,-0.039670106023550034,-0.02989957109093666,0.025006165727972984,0.0018033267697319388,0.9996852874755859,-0.0035639749839901924,-0.019782576709985733,-0.015011027455329895,0.3643167018890381,-0.23564870655536652,9.855127334594727,-0.40726345777511597,-0.40726345777511597,0.0,0.9465166926383972,0.9465166926383972,-0.28125,-2.4906537532806396,-2.4906537532806396,0.0,0.22874855995178223,0.22874855995178223,0.03515625,1.1485891342163086,1.1485891342163086,0.0,-2.658759593963623,-2.658759593963623,0.35546875,-0.23275208473205566,-0.23275208473205566,0.0,1.217955470085144,1.217955470085144,0.0,-2.7633988857269287,-2.7633988857269287,-0.10546875,0.18824976682662964,0.18824976682662964,-0.17578125,1.1233458518981934,1.1233458518981934,0.0,-2.737734317779541,-2.737734317779541,-0.0703125,0,0,0,0,0.0
-0.0065280417911708355,-0.0396646186709404,-0.029922187328338623,-0.008692130446434021,-0.015131593681871891,0.9996851682662964,-0.0035596888046711683,-0.019779862836003304,-0.015022234991192818,0.5645410418510437,0.06383775174617767,9.690177917480469,-0.40730559825897217,-0.40730559825897217,0.0,0.946474552154541,0.946474552154541,-0.0703125,-2.4906537532806396,-2.4906537532806396,0.140625,0.22874855995178223,0.22874855995178223,-0.03515625,1.1485891342163086,1.1485891342163086,0.0,-2.658759593963623,-2.658759593963623,-0.03515625,-0.23275208473205566,-0.23275208473205566,-0.10546875,1.217955470085144,1.217955470085144,0.03515625,-2.7633988857269287,-2.7633988857269287,0.03515625,0.18824976682662964,0.18824976682662964,-0.0703125,1.1233458518981934,1.1233458518981934,0.0703125,-2.737649917602539,-2.737649917602539,-0.140625,0,0,0,0,0.0019745826721191406
-0.006562403403222561,-0.03964462876319885,-0.029914284124970436,-0.021294645965099335,-0.010184533894062042,0.9996853470802307,-0.0035766372457146645,-0.01976962760090828,-0.015018594451248646,0.2325318604707718,-0.27797549962997437,9.65090560913086,-0.40730559825897217,-0.40730559825897217,0.0,0.946474552154541,0.946474552154541,0.0,-2.4906537532806396,-2.4906537532806396,0.0703125,0.22879070043563843,0.22879070043563843,0.17578125,1.1485470533370972,1.1485470533370972,0.03515625,-2.658759593963623,-2.658759593963623,0.0,-0.23275208473205566,-0.23275208473205566,0.28125,1.217955470085144,1.217955470085144,0.10546875,-2.7633988857269287,-2.7633988857269287,-0.0703125,0.18824976682662964,0.18824976682662964,0.10546875,1.1233458518981934,1.1233458518981934,0.0,-2.737649917602539,-2.737649917602539,-0.03515625,0,0,0,0,0.003977537155151367
-0.006566764786839485,-0.039645686745643616,-0.029941782355308533,-0.015934759750962257,-0.009413346648216248,0.9996851086616516,-0.0035790971014648676,-0.019770072773098946,-0.015032385475933552,0.3689939081668854,-0.07743269205093384,9.93010425567627,-0.40730559825897217,-0.40730559825897217,0.03515625,0.946474552154541,0.946474552154541,0.17578125,-2.4906959533691406,-2.4906959533691406,0.03515625,0.22874855995178223,0.22874855995178223,0.140625,1.1485891342163086,1.1485891342163086,-0.0703125,-2.658717393875122,-2.658717393875122,0.10546875,-0.23275208473205566,-0.23275208473205566,0.24609375,1.217955470085144,1.217955470085144,-0.03515625,-2.7633988857269287,-2.7633988857269287,0.0,0.18824976682662964,0.18824976682662964,0.17578125,1.123303771018982,1.123303771018982,-0.0703125,-2.73769211769104,-2.73769211769104,-0.03515625,0,0,0,0,0.005954742431640625
-0.006550344172865152,-0.03962956368923187,-0.029940135776996613,0.005842143669724464,0.0024510324001312256,0.9996853470802307,-0.0035707529168576,-0.01976214163005352,-0.01503137405961752,0.25726455450057983,0.031689196825027466,9.780365943908691,-0.40726345777511597,-0.40726345777511597,-0.10546875,0.9465166926383972,0.9465166926383972,-0.10546875,-2.4906959533691406,-2.4906959533691406,0.0,0.22874855995178223,0.22874855995178223,-0.0703125,1.1485891342163086,1.1485891342163086,0.0,-2.658717393875122,-2.658717393875122,-0.03515625,-0.23275208473205566,-0.23275208473205566,0.0703125,1.217955470085144,1.217955470085144,0.03515625,-2.7633988857269287,-2.7633988857269287,0.03515625,0.18824976682662964,0.18824976682662964,0.0,1.1233458518981934,1.1233458518981934,0.0703125,-2.737649917602539,-2.737649917602539,0.10546875,0,0,0,0,0.007957696914672852
-0.006559756584465504,-0.03962858021259308,-0.029933463782072067,-0.0006682620150968432,-0.0005184327601455152,0.9996853470802307,-0.0035753841511905193,-0.019761590287089348,-0.015028130263090134,0.2671501636505127,-0.19351139664649963,9.990888595581055,-0.40730559825897217,-0.40730559825897217,0.0,0.9465166926383972,0.9465166926383972,0.0,-2.4906959533691406,-2.4906959533691406,-0.03515625,0.22874855995178223,0.22874855995178223,0.0,1.1485891342163086,1.1485891342163086,0.0,-2.658675193786621,-2.658675193786621,0.2109375,-0.23275208473205566,-0.23275208473205566,0.0,1.217955470085144,1.217955470085144,-0.03515625,-2.7633988857269287,-2.7633988857269287,-0.03515625,0.18824976682662964,0.18824976682662964,-0.140625,1.1233458518981934,1.1233458518981934,0.0,-2.73769211769104,-2.73769211769104,-0.140625,0,0,0,0,0.009954690933227539
-0.006551279686391354,-0.03963986411690712,-0.029918093234300613,-0.004689319059252739,0.005809304304420948,0.9996854066848755,-0.003571079345420003,-0.019767319783568382,-0.015020381659269333,0.5224385261535645,0.04066446051001549,9.856598854064941,-0.40730559825897217,-0.40730559825897217,0.0703125,0.9464324116706848,0.9464324116706848,0.17578125,-2.4906537532806396,-2.4906537532806396,0.0703125,0.22874855995178223,0.22874855995178223,0.0,1.1485891342163086,1.1485891342163086,0.03515625,-2.65863299369812,-2.65863299369812,-0.140625,-0.23275208473205566,-0.23275208473205566,-0.10546875,1.217955470085144,1.217955470085144,-0.0703125,-2.7634410858154297,-2.7634410858154297,0.140625,0.18824976682662964,0.18824976682662964,-0.17578125,1.1233458518981934,1.1233458518981934,-0.10546875,-2.73769211769104,-2.73769211769104,0.0,0,0,0,0,0.011954784393310547
-0.006527937017381191,-0.03964121267199516,-0.029922258108854294,0.008906093426048756,-0.0010415158467367291,0.9996854066848755,-0.0035594627261161804,-0.019768159836530685,-0.015022234059870243,0.39911389350891113,-0.1991618275642395,9.825804710388184,-0.40730559825897217,-0.40730559825897217,0.0,0.946474552154541,0.946474552154541,0.03515625,-2.4906115531921387,-2.4906115531921387,0.0,0.22879070043563843,0.22879070043563843,0.140625,1.1485891342163086,1.1485891342163086,-0.03515625,-2.65863299369812,-2.65863299369812,0.140625,-0.23275208473205566,-0.23275208473205566,0.0703125,1.217955470085144,1.217955470085144,-0.0703125,-2.7633988857269287,-2.7633988857269287,0.0703125,0.18824976682662964,0.18824976682662964,0.140625,1.1233458518981934,1.1233458518981934,-0.140625,-2.73769211769104,-2.73769211769104,0.0,0,0,0,0,0.013950586318969727
-0.006539293564856052,-0.03966628387570381,-0.029931798577308655,0.007308289874345064,-0.01488011796027422,0.9996850490570068,-0.0035654203966259956,-0.019780591130256653,-0.015027154237031937,0.21936063468456268,-0.09220198541879654,9.869072914123535,-0.40730559825897217,-0.40730559825897217,-0.10546875,0.9464324116706848,0.9464324116706848,0.140625,-2.4906115531921387,-2.4906115531921387,0.0,0.22874855995178223,0.22874855995178223,0.03515625,1.1485891342163086,1.1485891342163086,0.0,-2.658675193786621,-2.658675193786621,0.17578125,-0.23275208473205566,-0.23275208473205566,0.03515625,1.217955470085144,1.217955470085144,0.0,-2.7633988857269287,-2.7633988857269287,0.0,0.18820762634277344,0.18820762634277344,-0.03515625,1.1233458518981934,1.1233458518981934,0.10546875,-2.73769211769104,-2.73769211769104,-0.2109375,0,0,0,0,0.015969276428222656
-0.006496842950582504,-0.039641041308641434,-0.029925720766186714,0.026191623881459236,0.0049108960665762424,0.9996854066848755,-0.0035439536441117525,-0.019768303260207176,-0.015023658983409405,0.3281755745410919,-0.14559142291545868,9.75598430633545,-0.40730559825897217,-0.40730559825897217,0.03515625,0.946474552154541,0.946474552154541,0.03515625,-2.4906537532806396,-2.4906537532806396,0.10546875,0.22879070043563843,0.22879070043563843,-0.140625,1.1485891342163086,1.1485891342163086,0.0,-2.658717393875122,-2.658717393875122,0.03515625,-0.23275208473205566,-0.23275208473205566,-0.0703125,1.217955470085144,1.217955470085144,-0.0703125,-2.7634410858154297,-2.7634410858154297,-0.03515625,0.18824976682662964,0.18824976682662964,0.17578125,1.1233458518981934,1.1233458518981934,0.0,-2.737649917602539,-2.737649917602539,-0.03515625,0,0,0,0,0.017964839935302734
-0.0065114363096654415,-0.039648327976465225,-0.02995399571955204,-0.0033416019286960363,-0.014603909105062485,0.9996851086616516,-0.003551582107320428,-0.019771786406636238,-0.01503794640302658,0.5560901761054993,0.1100865975022316,9.797464370727539,-0.40730559825897217,-0.40730559825897217,-0.17578125,0.946474552154541,0.946474552154541,0.24609375,-2.4906959533691406,-2.4906959533691406,-0.0703125,0.22874855995178223,0.22874855995178223,-0.0703125,1.1485891342163086,1.1485891342163086,-0.03515625,-2.658717393875122,-2.658717393875122,0.03515625,-0.23275208473205566,-0.23275208473205566,0.10546875,1.217955470085144,1.217955470085144,0.0703125,-2.7634410858154297,-2.7634410858154297,0.0,0.18824976682662964,0.18824976682662964,0.03515625,1.123303771018982,1.123303771018982,0.03515625,-2.737649917602539,-2.737649917602539,-0.140625,0,0,0,0,0.019957780838012695
-0.006523960269987583,-0.03964809700846672,-0.029965251684188843,0.004780217073857784,0.0025583456736057997,0.9996849894523621,-0.003557951422408223,-0.019771559163928032,-0.015043696388602257,0.47017818689346313,-0.27404773235321045,9.711922645568848,-0.40730559825897217,-0.40730559825897217,-0.03515625,0.946474552154541,0.946474552154541,0.0,-2.4906537532806396,-2.4906537532806396,0.10546875,0.22879070043563843,0.22879070043563843,0.0703125,1.1485891342163086,1.1485891342163086,0.0703125,-2.658759593963623,-2.658759593963623,-0.03515625,-0.23275208473205566,-0.23275208473205566,-0.10546875,1.217955470085144,1.217955470085144,-0.10546875,-2.7634410858154297,-2.7634410858154297,-0.03515625,0.18824976682662964,0.18824976682662964,-0.140625,1.1233458518981934,1.1233458518981934,-0.03515625,-2.737649917602539,-2.737649917602539,-0.0703125,0,0,0,0,0.02196025848388672
